"date","city","population","migration_rate","median_income","created_at"
"2012-06-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-06-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-07-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-07-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-07-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-07-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-07-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-07-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-07-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-08-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-08-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-08-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-08-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-08-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-08-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-08-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-09-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-09-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-09-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-09-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-09-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-09-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-09-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-10-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-10-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-10-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-10-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-10-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-10-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-10-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-11-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-11-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-11-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-11-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-11-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-11-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-11-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2012-12-01","Calgary",1299559,"28.28","51500.00","2025-11-05 07:48:55.684194"
"2012-12-01","Edmonton",1233817,"28.28","50800.00","2025-11-05 07:48:55.684194"
"2012-12-01","Ottawa",1351419,"71.06","49300.00","2025-11-05 07:48:55.684194"
"2012-12-01","Toronto",5852887,"71.06","37900.00","2025-11-05 07:48:55.684194"
"2012-12-01","Vancouver",2422957,"23.74","38000.00","2025-11-05 07:48:55.684194"
"2012-12-01","Victoria",358777,"23.74","44583.33","2025-11-05 07:48:55.684194"
"2012-12-01","Winnipeg",760667,"11.79","40000.00","2025-11-05 07:48:55.684194"
"2013-01-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-01-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-01-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-01-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-01-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-01-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-01-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-02-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-02-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-02-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-02-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-02-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-02-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-02-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-03-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-03-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-03-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-03-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-03-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-03-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-03-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-04-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-04-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-04-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-04-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-04-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-04-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-04-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-05-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-05-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-05-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-05-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-05-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-05-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-05-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-06-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-06-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-06-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-06-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-06-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-06-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-06-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-07-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-07-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-07-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-07-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-07-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-07-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-07-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-08-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-08-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-08-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-08-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-08-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-08-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-08-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-09-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-09-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-09-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-09-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-09-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-09-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-09-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-10-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-10-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-10-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-10-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-10-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-10-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-10-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-11-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-11-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-11-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-11-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-11-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-11-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-11-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2013-12-01","Calgary",1343931,"29.33","52700.00","2025-11-05 07:48:55.684194"
"2013-12-01","Edmonton",1271425,"29.33","51800.00","2025-11-05 07:48:55.684194"
"2013-12-01","Ottawa",1363460,"74.96","50400.00","2025-11-05 07:48:55.684194"
"2013-12-01","Toronto",5930812,"74.96","37400.00","2025-11-05 07:48:55.684194"
"2013-12-01","Vancouver",2464525,"22.87","38100.00","2025-11-05 07:48:55.684194"
"2013-12-01","Victoria",364939,"22.87","45383.33","2025-11-05 07:48:55.684194"
"2013-12-01","Winnipeg",770051,"11.64","41900.00","2025-11-05 07:48:55.684194"
"2014-01-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-01-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-01-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-01-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-01-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-01-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-01-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-02-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-02-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-02-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-02-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-02-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-02-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-02-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-03-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-03-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-03-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-03-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-03-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-03-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-03-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-04-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-04-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-04-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-04-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-04-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-04-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-04-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-05-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-05-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-05-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-05-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-05-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-05-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-05-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-06-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-06-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-06-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-06-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-06-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-06-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-06-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-07-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-07-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-07-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-07-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-07-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-07-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-07-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-08-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-08-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-08-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-08-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-08-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-08-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-08-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-09-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-09-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-09-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-09-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-09-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-09-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-09-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-10-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-10-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-10-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-10-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-10-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-10-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-10-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-11-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-11-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-11-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-11-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-11-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-11-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-11-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2014-12-01","Calgary",1386068,"34.32","56400.00","2025-11-05 07:48:55.684194"
"2014-12-01","Edmonton",1311944,"34.32","51100.00","2025-11-05 07:48:55.684194"
"2014-12-01","Ottawa",1375552,"66.32","47000.00","2025-11-05 07:48:55.684194"
"2014-12-01","Toronto",5996941,"66.32","38500.00","2025-11-05 07:48:55.684194"
"2014-12-01","Vancouver",2513078,"22.36","39200.00","2025-11-05 07:48:55.684194"
"2014-12-01","Victoria",370435,"22.36","45750.00","2025-11-05 07:48:55.684194"
"2014-12-01","Winnipeg",780372,"14.48","42300.00","2025-11-05 07:48:55.684194"
"2015-01-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-01-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-01-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-01-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-01-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-01-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-01-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-02-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-02-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-02-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-02-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-02-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-02-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-02-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-03-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-03-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-03-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-03-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-03-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-03-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-03-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-04-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-04-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-04-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-04-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-04-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-04-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-04-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-05-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-05-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-05-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-05-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-05-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-05-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-05-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-06-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-06-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-06-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-06-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-06-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-06-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-06-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-07-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-07-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-07-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-07-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-07-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-07-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-07-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-08-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-08-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-08-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-08-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-08-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-08-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-08-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-09-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-09-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-09-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-09-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-09-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-09-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-09-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-10-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-10-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-10-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-10-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-10-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-10-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-10-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-11-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-11-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-11-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-11-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-11-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-11-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-11-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2015-12-01","Calgary",1416540,"38.53","48700.00","2025-11-05 07:48:55.684194"
"2015-12-01","Edmonton",1341040,"38.53","53900.00","2025-11-05 07:48:55.684194"
"2015-12-01","Ottawa",1386868,"72.50","47800.00","2025-11-05 07:48:55.684194"
"2015-12-01","Toronto",6045256,"72.50","37000.00","2025-11-05 07:48:55.684194"
"2015-12-01","Vancouver",2537041,"22.48","39100.00","2025-11-05 07:48:55.684194"
"2015-12-01","Victoria",375046,"22.48","44816.67","2025-11-05 07:48:55.684194"
"2015-12-01","Winnipeg",792047,"13.06","42400.00","2025-11-05 07:48:55.684194"
"2016-01-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-01-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-01-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-01-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-01-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-01-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-01-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-02-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-02-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-02-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-02-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
"2016-02-01","Vancouver",2585090,"18.98","40700.00","2025-11-05 07:48:55.684194"
"2016-02-01","Victoria",384800,"18.98","44866.67","2025-11-05 07:48:55.684194"
"2016-02-01","Winnipeg",806186,"14.19","41700.00","2025-11-05 07:48:55.684194"
"2016-03-01","Calgary",1437710,"36.35","48600.00","2025-11-05 07:48:55.684194"
"2016-03-01","Edmonton",1364673,"36.35","49300.00","2025-11-05 07:48:55.684194"
"2016-03-01","Ottawa",1407766,"66.49","50900.00","2025-11-05 07:48:55.684194"
"2016-03-01","Toronto",6122329,"66.49","38000.00","2025-11-05 07:48:55.684194"
